id,tgl_produksi,jumlah,satuan,sumber_pasokan,id_unit_ternak,id_jenis_produk
2211,2030-08-06,15,liter,Pengepul,1,3
2212,2030-08-07,31,liter,Peternakan Sendiri,1,3
2213,2030-08-08,26,liter,Peternakan Sendiri,1,3
2214,2030-08-09,32,liter,Peternakan Lain,1,3
2215,2030-08-10,42,liter,Peternakan Sendiri,1,3
2216,2030-08-11,43,liter,Pengepul,1,3
2217,2030-08-12,36,liter,Peternakan Sendiri,1,3
2218,2030-08-13,33,liter,Peternakan Sendiri,1,3
2219,2030-08-14,14,liter,Pengepul,1,3
2220,2030-08-15,36,liter,Peternakan Lain,1,3
2221,2030-08-16,8,liter,Peternakan Lain,1,3
2222,2030-08-17,42,liter,Pengepul,1,3
2223,2030-08-18,6,liter,Peternakan Lain,1,3
2224,2030-08-19,31,liter,Peternakan Lain,1,3
2225,2030-08-20,21,liter,Peternakan Sendiri,1,3
2226,2030-08-21,48,liter,Peternakan Sendiri,1,3
2227,2030-08-22,36,liter,Pengepul,1,3
2228,2030-08-23,35,liter,Peternakan Lain,1,3
2229,2030-08-24,18,liter,Pengepul,1,3
2230,2030-08-25,31,liter,Peternakan Lain,1,3
2231,2030-08-26,38,liter,Peternakan Lain,1,3
2232,2030-08-27,31,liter,Peternakan Sendiri,1,3
2233,2030-08-28,23,liter,Pengepul,1,3
2234,2030-08-29,26,liter,Pengepul,1,3
2235,2030-08-30,6,liter,Peternakan Sendiri,1,3
2236,2030-08-31,31,liter,Peternakan Sendiri,1,3
2237,2030-09-01,16,liter,Pengepul,1,3
2238,2030-09-02,1,liter,Pengepul,1,3
2239,2030-09-03,27,liter,Pengepul,1,3
2240,2030-09-04,22,liter,Peternakan Lain,1,3
2241,2030-09-05,13,liter,Peternakan Sendiri,1,3
2242,2030-09-06,14,liter,Peternakan Sendiri,1,3
2243,2030-09-07,41,liter,Peternakan Sendiri,1,3
2244,2030-09-08,16,liter,Peternakan Lain,1,3
2245,2030-09-09,44,liter,Peternakan Sendiri,1,3
2246,2030-09-10,43,liter,Peternakan Sendiri,1,3
2247,2030-09-11,45,liter,Peternakan Lain,1,3
2248,2030-09-12,10,liter,Peternakan Sendiri,1,3
2249,2030-09-13,29,liter,Peternakan Lain,1,3
2250,2030-09-14,6,liter,Peternakan Sendiri,1,3
2251,2030-09-15,14,liter,Peternakan Lain,1,3
2252,2030-09-16,22,liter,Peternakan Sendiri,1,3
2253,2030-09-17,16,liter,Peternakan Lain,1,3
2254,2030-09-18,7,liter,Peternakan Sendiri,1,3
2255,2030-09-19,9,liter,Pengepul,1,3
2256,2030-09-20,27,liter,Pengepul,1,3
2257,2030-09-21,5,liter,Peternakan Lain,1,3
2258,2030-09-22,15,liter,Peternakan Sendiri,1,3
2259,2030-09-23,32,liter,Peternakan Sendiri,1,3
2260,2030-09-24,14,liter,Peternakan Lain,1,3
2261,2030-09-25,5,liter,Peternakan Lain,1,3
2262,2030-09-26,35,liter,Peternakan Sendiri,1,3
2263,2030-09-27,45,liter,Peternakan Sendiri,1,3
2264,2030-09-28,29,liter,Peternakan Sendiri,1,3
2265,2030-09-29,24,liter,Pengepul,1,3
2266,2030-09-30,43,liter,Pengepul,1,3
2267,2030-10-01,28,liter,Peternakan Lain,1,3
2268,2030-10-02,46,liter,Peternakan Lain,1,3
2269,2030-10-03,34,liter,Peternakan Sendiri,1,3
2270,2030-10-04,16,liter,Peternakan Lain,1,3
2271,2030-10-05,16,liter,Peternakan Sendiri,1,3
2272,2030-10-06,21,liter,Peternakan Sendiri,1,3
2273,2030-10-07,22,liter,Pengepul,1,3
2274,2030-10-08,24,liter,Peternakan Lain,1,3
2275,2030-10-09,12,liter,Pengepul,1,3
2276,2030-10-10,45,liter,Pengepul,1,3
2277,2030-10-11,42,liter,Peternakan Sendiri,1,3
2278,2030-10-12,2,liter,Pengepul,1,3
2279,2030-10-13,29,liter,Peternakan Lain,1,3
2280,2030-10-14,39,liter,Peternakan Lain,1,3
2281,2030-10-15,18,liter,Pengepul,1,3
2282,2030-10-16,34,liter,Pengepul,1,3
2283,2030-10-17,2,liter,Peternakan Sendiri,1,3
2284,2030-10-18,9,liter,Pengepul,1,3
2285,2030-10-19,49,liter,Pengepul,1,3
2286,2030-10-20,39,liter,Pengepul,1,3
2287,2030-10-21,11,liter,Peternakan Sendiri,1,3
2288,2030-10-22,6,liter,Peternakan Lain,1,3
2289,2030-10-23,18,liter,Pengepul,1,3
2290,2030-10-24,23,liter,Peternakan Sendiri,1,3
2291,2030-10-25,49,liter,Pengepul,1,3
2292,2030-10-26,17,liter,Peternakan Lain,1,3
2293,2030-10-27,39,liter,Pengepul,1,3
2294,2030-10-28,10,liter,Peternakan Lain,1,3
2295,2030-10-29,33,liter,Pengepul,1,3
2296,2030-10-30,35,liter,Peternakan Lain,1,3
2297,2030-10-31,43,liter,Peternakan Lain,1,3
2298,2030-11-01,9,liter,Peternakan Lain,1,3
2299,2030-11-02,34,liter,Pengepul,1,3
2300,2030-11-03,34,liter,Pengepul,1,3
2301,2030-11-04,35,liter,Peternakan Lain,1,3
2302,2030-11-05,50,liter,Peternakan Lain,1,3
2303,2030-11-06,9,liter,Peternakan Sendiri,1,3
2304,2030-11-07,14,liter,Pengepul,1,3
2305,2030-11-08,15,liter,Peternakan Lain,1,3
2306,2030-11-09,17,liter,Peternakan Sendiri,1,3
2307,2030-11-10,41,liter,Peternakan Lain,1,3
2308,2030-11-11,48,liter,Peternakan Lain,1,3
2309,2030-11-12,20,liter,Pengepul,1,3
2310,2030-11-13,29,liter,Pengepul,1,3
2311,2030-11-14,33,liter,Peternakan Lain,1,3
2312,2030-11-15,50,liter,Pengepul,1,3
2313,2030-11-16,26,liter,Pengepul,1,3
2314,2030-11-17,15,liter,Pengepul,1,3
2315,2030-11-18,17,liter,Pengepul,1,3
2316,2030-11-19,2,liter,Peternakan Lain,1,3
2317,2030-11-20,20,liter,Pengepul,1,3
2318,2030-11-21,20,liter,Peternakan Lain,1,3
2319,2030-11-22,6,liter,Peternakan Sendiri,1,3
2320,2030-11-23,50,liter,Peternakan Sendiri,1,3
2321,2030-11-24,21,liter,Pengepul,1,3
2322,2030-11-25,49,liter,Peternakan Sendiri,1,3
2323,2030-11-26,17,liter,Peternakan Lain,1,3
2324,2030-11-27,28,liter,Pengepul,1,3
2325,2030-11-28,21,liter,Pengepul,1,3
2326,2030-11-29,5,liter,Pengepul,1,3
2327,2030-11-30,24,liter,Peternakan Lain,1,3
2328,2030-12-01,40,liter,Peternakan Sendiri,1,3
2329,2030-12-02,40,liter,Peternakan Sendiri,1,3
2330,2030-12-03,50,liter,Peternakan Sendiri,1,3
2331,2030-12-04,48,liter,Peternakan Lain,1,3
2332,2030-12-05,29,liter,Peternakan Lain,1,3
2333,2030-12-06,38,liter,Pengepul,1,3
2334,2030-12-07,5,liter,Peternakan Sendiri,1,3
2335,2030-12-08,5,liter,Peternakan Lain,1,3
2336,2030-12-09,18,liter,Peternakan Lain,1,3
2337,2030-12-10,14,liter,Pengepul,1,3
2338,2030-12-11,15,liter,Peternakan Lain,1,3
2339,2030-12-12,37,liter,Peternakan Lain,1,3
2340,2030-12-13,20,liter,Pengepul,1,3
2341,2030-12-14,16,liter,Pengepul,1,3
2342,2030-12-15,45,liter,Peternakan Lain,1,3
2343,2030-12-16,48,liter,Peternakan Lain,1,3
2344,2030-12-17,23,liter,Peternakan Lain,1,3
2345,2030-12-18,39,liter,Peternakan Sendiri,1,3
2346,2030-12-19,23,liter,Pengepul,1,3
2347,2030-12-20,30,liter,Pengepul,1,3
2348,2030-12-21,2,liter,Peternakan Lain,1,3
2349,2030-12-22,1,liter,Peternakan Sendiri,1,3
2350,2030-12-23,50,liter,Peternakan Lain,1,3
2351,2030-12-24,8,liter,Peternakan Sendiri,1,3
2352,2030-12-25,24,liter,Pengepul,1,3
2353,2030-12-26,32,liter,Peternakan Lain,1,3
2354,2030-12-27,24,liter,Peternakan Lain,1,3
2355,2030-12-28,17,liter,Peternakan Sendiri,1,3
2356,2030-12-29,34,liter,Pengepul,1,3
2357,2030-12-30,2,liter,Pengepul,1,3
2358,2030-12-31,4,liter,Peternakan Lain,1,3
2359,2031-01-01,27,liter,Peternakan Lain,1,3
2360,2031-01-02,43,liter,Pengepul,1,3
2361,2031-01-03,32,liter,Pengepul,1,3
2362,2031-01-04,32,liter,Pengepul,1,3
2363,2031-01-05,11,liter,Peternakan Sendiri,1,3
2364,2031-01-06,31,liter,Pengepul,1,3
2365,2031-01-07,35,liter,Pengepul,1,3
2366,2031-01-08,6,liter,Pengepul,1,3
2367,2031-01-09,18,liter,Peternakan Lain,1,3
2368,2031-01-10,10,liter,Pengepul,1,3
2369,2031-01-11,48,liter,Peternakan Sendiri,1,3
2370,2031-01-12,42,liter,Pengepul,1,3
2371,2031-01-13,33,liter,Pengepul,1,3
2372,2031-01-14,32,liter,Peternakan Lain,1,3
2373,2031-01-15,5,liter,Peternakan Lain,1,3
2374,2031-01-16,26,liter,Pengepul,1,3
2375,2031-01-17,3,liter,Pengepul,1,3
2376,2031-01-18,17,liter,Pengepul,1,3
2377,2031-01-19,45,liter,Peternakan Lain,1,3
2378,2031-01-20,10,liter,Pengepul,1,3
2379,2031-01-21,28,liter,Peternakan Lain,1,3
2380,2031-01-22,37,liter,Peternakan Sendiri,1,3
2381,2031-01-23,39,liter,Peternakan Lain,1,3
2382,2031-01-24,18,liter,Peternakan Lain,1,3
2383,2031-01-25,40,liter,Pengepul,1,3
2384,2031-01-26,11,liter,Pengepul,1,3
2385,2031-01-27,43,liter,Peternakan Sendiri,1,3
2386,2031-01-28,45,liter,Peternakan Lain,1,3
2387,2031-01-29,46,liter,Peternakan Lain,1,3
2388,2031-01-30,27,liter,Pengepul,1,3
2389,2031-01-31,5,liter,Peternakan Sendiri,1,3
2390,2031-02-01,48,liter,Pengepul,1,3
2391,2031-02-02,46,liter,Peternakan Lain,1,3
2392,2031-02-03,15,liter,Peternakan Lain,1,3
2393,2031-02-04,35,liter,Peternakan Lain,1,3
2394,2031-02-05,50,liter,Pengepul,1,3
2395,2031-02-06,45,liter,Peternakan Lain,1,3
2396,2031-02-07,1,liter,Peternakan Sendiri,1,3
2397,2031-02-08,4,liter,Pengepul,1,3
2398,2031-02-09,10,liter,Peternakan Sendiri,1,3
2399,2031-02-10,39,liter,Peternakan Sendiri,1,3
2400,2031-02-11,7,liter,Peternakan Lain,1,3
2401,2031-02-12,6,liter,Pengepul,1,3
2402,2031-02-13,27,liter,Peternakan Lain,1,3
2403,2031-02-14,42,liter,Peternakan Sendiri,1,3
2404,2031-02-15,9,liter,Peternakan Lain,1,3
2405,2031-02-16,22,liter,Peternakan Lain,1,3
2406,2031-02-17,45,liter,Peternakan Lain,1,3
2407,2031-02-18,36,liter,Peternakan Lain,1,3
2408,2031-02-19,34,liter,Peternakan Lain,1,3
2409,2031-02-20,45,liter,Peternakan Lain,1,3
2410,2031-02-21,23,liter,Pengepul,1,3
2411,2031-02-22,25,liter,Peternakan Sendiri,1,3
2412,2031-02-23,23,liter,Peternakan Lain,1,3
2413,2031-02-24,38,liter,Peternakan Lain,1,3
2414,2031-02-25,19,liter,Pengepul,1,3
2415,2031-02-26,39,liter,Peternakan Lain,1,3
2416,2031-02-27,1,liter,Pengepul,1,3
2417,2031-02-28,49,liter,Pengepul,1,3
2418,2031-03-01,45,liter,Peternakan Sendiri,1,3
2419,2031-03-02,19,liter,Peternakan Lain,1,3
2420,2031-03-03,13,liter,Peternakan Lain,1,3
2421,2031-03-04,3,liter,Peternakan Lain,1,3
2422,2031-03-05,28,liter,Peternakan Lain,1,3
2423,2031-03-06,26,liter,Peternakan Sendiri,1,3
2424,2031-03-07,37,liter,Pengepul,1,3
2425,2031-03-08,26,liter,Pengepul,1,3
2426,2031-03-09,5,liter,Peternakan Sendiri,1,3
2427,2031-03-10,18,liter,Peternakan Lain,1,3
2428,2031-03-11,44,liter,Pengepul,1,3
2429,2031-03-12,16,liter,Pengepul,1,3
2430,2031-03-13,18,liter,Peternakan Sendiri,1,3
2431,2031-03-14,5,liter,Peternakan Lain,1,3
2432,2031-03-15,44,liter,Peternakan Lain,1,3
2433,2031-03-16,16,liter,Peternakan Sendiri,1,3
2434,2031-03-17,12,liter,Peternakan Sendiri,1,3
2435,2031-03-18,6,liter,Peternakan Lain,1,3
2436,2031-03-19,12,liter,Pengepul,1,3
2437,2031-03-20,48,liter,Peternakan Lain,1,3
2438,2031-03-21,9,liter,Peternakan Sendiri,1,3
2439,2031-03-22,6,liter,Peternakan Lain,1,3
2440,2031-03-23,46,liter,Pengepul,1,3
2441,2031-03-24,8,liter,Peternakan Lain,1,3
2442,2031-03-25,40,liter,Peternakan Lain,1,3
2443,2031-03-26,21,liter,Peternakan Sendiri,1,3
2444,2031-03-27,12,liter,Pengepul,1,3
2445,2031-03-28,46,liter,Peternakan Lain,1,3
2446,2031-03-29,29,liter,Peternakan Sendiri,1,3
2447,2031-03-30,20,liter,Pengepul,1,3
2448,2031-03-31,38,liter,Pengepul,1,3
2449,2031-04-01,28,liter,Peternakan Sendiri,1,3
2450,2031-04-02,4,liter,Pengepul,1,3
2451,2031-04-03,26,liter,Peternakan Lain,1,3
2452,2031-04-04,16,liter,Pengepul,1,3
2453,2031-04-05,18,liter,Peternakan Sendiri,1,3
2454,2031-04-06,46,liter,Peternakan Sendiri,1,3
2455,2031-04-07,50,liter,Peternakan Sendiri,1,3
2456,2031-04-08,30,liter,Peternakan Lain,1,3
2457,2031-04-09,10,liter,Peternakan Lain,1,3
2458,2031-04-10,15,liter,Peternakan Sendiri,1,3
2459,2031-04-11,15,liter,Pengepul,1,3
2460,2031-04-12,2,liter,Pengepul,1,3
2461,2031-04-13,2,liter,Pengepul,1,3
2462,2031-04-14,48,liter,Peternakan Sendiri,1,3
2463,2031-04-15,1,liter,Pengepul,1,3
2464,2031-04-16,1,liter,Pengepul,1,3
2465,2031-04-17,4,liter,Peternakan Sendiri,1,3
2466,2031-04-18,43,liter,Pengepul,1,3
2467,2031-04-19,17,liter,Peternakan Sendiri,1,3
2468,2031-04-20,22,liter,Peternakan Lain,1,3
2469,2031-04-21,4,liter,Peternakan Sendiri,1,3
2470,2031-04-22,19,liter,Peternakan Lain,1,3
2471,2031-04-23,31,liter,Peternakan Sendiri,1,3
2472,2031-04-24,46,liter,Peternakan Lain,1,3
2473,2031-04-25,6,liter,Pengepul,1,3
2474,2031-04-26,24,liter,Peternakan Lain,1,3
2475,2031-04-27,35,liter,Peternakan Sendiri,1,3
2476,2031-04-28,25,liter,Pengepul,1,3
2477,2031-04-29,8,liter,Pengepul,1,3
2478,2031-04-30,45,liter,Pengepul,1,3
2479,2031-05-01,35,liter,Peternakan Sendiri,1,3
2480,2031-05-02,29,liter,Peternakan Sendiri,1,3
2481,2031-05-03,42,liter,Peternakan Sendiri,1,3
2482,2031-05-04,31,liter,Peternakan Lain,1,3
2483,2031-05-05,32,liter,Pengepul,1,3
2484,2031-05-06,8,liter,Peternakan Lain,1,3
2485,2031-05-07,17,liter,Peternakan Lain,1,3
2486,2031-05-08,29,liter,Pengepul,1,3
2487,2031-05-09,8,liter,Peternakan Sendiri,1,3
2488,2031-05-10,34,liter,Peternakan Sendiri,1,3
2489,2031-05-11,2,liter,Peternakan Lain,1,3
2490,2031-05-12,33,liter,Pengepul,1,3
2491,2031-05-13,6,liter,Peternakan Sendiri,1,3
2492,2031-05-14,3,liter,Pengepul,1,3
2493,2031-05-15,31,liter,Peternakan Sendiri,1,3
2494,2031-05-16,28,liter,Peternakan Lain,1,3
2495,2031-05-17,8,liter,Peternakan Lain,1,3
2496,2031-05-18,47,liter,Peternakan Sendiri,1,3
2497,2031-05-19,1,liter,Pengepul,1,3
2498,2031-05-20,9,liter,Peternakan Lain,1,3
2499,2031-05-21,15,liter,Peternakan Sendiri,1,3
2500,2031-05-22,45,liter,Peternakan Lain,1,3
2501,2031-05-23,1,liter,Pengepul,1,3
2502,2031-05-24,11,liter,Peternakan Sendiri,1,3
2503,2031-05-25,14,liter,Peternakan Sendiri,1,3
2504,2031-05-26,27,liter,Peternakan Sendiri,1,3
2505,2031-05-27,33,liter,Peternakan Lain,1,3
2506,2031-05-28,50,liter,Peternakan Sendiri,1,3
2507,2031-05-29,1,liter,Peternakan Sendiri,1,3
2508,2031-05-30,26,liter,Peternakan Sendiri,1,3
2509,2031-05-31,8,liter,Pengepul,1,3
2510,2031-06-01,34,liter,Pengepul,1,3
2511,2031-06-02,4,liter,Peternakan Lain,1,3
2512,2031-06-03,50,liter,Peternakan Lain,1,3
2513,2031-06-04,16,liter,Pengepul,1,3
2514,2031-06-05,23,liter,Peternakan Lain,1,3
2515,2031-06-06,12,liter,Pengepul,1,3
2516,2031-06-07,35,liter,Peternakan Sendiri,1,3
2517,2031-06-08,33,liter,Pengepul,1,3
2518,2031-06-09,1,liter,Peternakan Lain,1,3
2519,2031-06-10,38,liter,Peternakan Sendiri,1,3
2520,2031-06-11,26,liter,Peternakan Lain,1,3
2521,2031-06-12,3,liter,Peternakan Sendiri,1,3
2522,2031-06-13,25,liter,Peternakan Lain,1,3
2523,2031-06-14,23,liter,Pengepul,1,3
2524,2031-06-15,23,liter,Peternakan Lain,1,3
2525,2031-06-16,32,liter,Peternakan Sendiri,1,3
2526,2031-06-17,50,liter,Peternakan Sendiri,1,3
2527,2031-06-18,4,liter,Pengepul,1,3
2528,2031-06-19,29,liter,Peternakan Sendiri,1,3
2529,2031-06-20,5,liter,Peternakan Sendiri,1,3
2530,2031-06-21,47,liter,Peternakan Lain,1,3
2531,2031-06-22,2,liter,Peternakan Sendiri,1,3
2532,2031-06-23,46,liter,Peternakan Lain,1,3
2533,2031-06-24,43,liter,Pengepul,1,3
2534,2031-06-25,36,liter,Peternakan Lain,1,3
2535,2031-06-26,6,liter,Peternakan Lain,1,3
2536,2031-06-27,21,liter,Peternakan Lain,1,3
2537,2031-06-28,36,liter,Peternakan Sendiri,1,3
2538,2031-06-29,49,liter,Peternakan Lain,1,3
2539,2031-06-30,1,liter,Peternakan Lain,1,3
2540,2031-07-01,29,liter,Peternakan Sendiri,1,3
2541,2031-07-02,21,liter,Peternakan Sendiri,1,3
2542,2031-07-03,42,liter,Peternakan Sendiri,1,3
2543,2031-07-04,23,liter,Peternakan Lain,1,3
2544,2031-07-05,39,liter,Peternakan Lain,1,3
2545,2031-07-06,30,liter,Pengepul,1,3
2546,2031-07-07,25,liter,Peternakan Sendiri,1,3
2547,2031-07-08,13,liter,Peternakan Sendiri,1,3
2548,2031-07-09,19,liter,Peternakan Sendiri,1,3
2549,2031-07-10,17,liter,Peternakan Lain,1,3
2550,2031-07-11,49,liter,Peternakan Sendiri,1,3
2551,2031-07-12,13,liter,Peternakan Lain,1,3
2552,2031-07-13,31,liter,Pengepul,1,3
2553,2031-07-14,9,liter,Peternakan Lain,1,3
2554,2031-07-15,40,liter,Peternakan Sendiri,1,3
2555,2031-07-16,49,liter,Pengepul,1,3
2556,2031-07-17,11,liter,Peternakan Lain,1,3
2557,2031-07-18,12,liter,Peternakan Lain,1,3
2558,2031-07-19,50,liter,Peternakan Sendiri,1,3
2559,2031-07-20,42,liter,Pengepul,1,3
2560,2031-07-21,10,liter,Peternakan Lain,1,3
2561,2031-07-22,7,liter,Peternakan Sendiri,1,3
2562,2031-07-23,49,liter,Pengepul,1,3
2563,2031-07-24,22,liter,Pengepul,1,3
2564,2031-07-25,22,liter,Pengepul,1,3
2565,2031-07-26,19,liter,Pengepul,1,3
2566,2031-07-27,40,liter,Peternakan Lain,1,3
2567,2031-07-28,4,liter,Peternakan Lain,1,3
2568,2031-07-29,26,liter,Peternakan Lain,1,3
2569,2031-07-30,14,liter,Peternakan Lain,1,3
2570,2031-07-31,43,liter,Pengepul,1,3
2571,2031-08-01,13,liter,Pengepul,1,3
2572,2031-08-02,38,liter,Pengepul,1,3
2573,2031-08-03,49,liter,Peternakan Sendiri,1,3
2574,2031-08-04,2,liter,Peternakan Sendiri,1,3
2575,2031-08-05,44,liter,Peternakan Lain,1,3
2576,2031-08-06,41,liter,Pengepul,1,3
2577,2031-08-07,8,liter,Pengepul,1,3
2578,2031-08-08,45,liter,Peternakan Lain,1,3
2579,2031-08-09,29,liter,Pengepul,1,3
2580,2031-08-10,48,liter,Peternakan Lain,1,3
2581,2031-08-11,3,liter,Peternakan Sendiri,1,3
2582,2031-08-12,1,liter,Peternakan Sendiri,1,3
2583,2031-08-13,8,liter,Peternakan Sendiri,1,3
2584,2031-08-14,21,liter,Peternakan Lain,1,3
2585,2031-08-15,10,liter,Pengepul,1,3
2586,2031-08-16,35,liter,Peternakan Lain,1,3
2587,2031-08-17,23,liter,Pengepul,1,3
2588,2031-08-18,2,liter,Pengepul,1,3
2589,2031-08-19,32,liter,Peternakan Lain,1,3
2590,2031-08-20,32,liter,Peternakan Lain,1,3
2591,2031-08-21,38,liter,Peternakan Lain,1,3
2592,2031-08-22,11,liter,Pengepul,1,3
2593,2031-08-23,10,liter,Peternakan Lain,1,3
2594,2031-08-24,3,liter,Pengepul,1,3
2595,2031-08-25,46,liter,Peternakan Lain,1,3
2596,2031-08-26,1,liter,Peternakan Sendiri,1,3
2597,2031-08-27,25,liter,Peternakan Sendiri,1,3
2598,2031-08-28,25,liter,Pengepul,1,3
2599,2031-08-29,15,liter,Peternakan Sendiri,1,3
2600,2031-08-30,7,liter,Pengepul,1,3
2601,2031-08-31,14,liter,Pengepul,1,3
2602,2031-09-01,34,liter,Peternakan Lain,1,3
2603,2031-09-02,17,liter,Peternakan Lain,1,3
2604,2031-09-03,40,liter,Peternakan Sendiri,1,3
2605,2031-09-04,35,liter,Pengepul,1,3
2606,2031-09-05,35,liter,Peternakan Lain,1,3
2607,2031-09-06,8,liter,Peternakan Lain,1,3
2608,2031-09-07,42,liter,Peternakan Sendiri,1,3
2609,2031-09-08,16,liter,Peternakan Sendiri,1,3
2610,2031-09-09,39,liter,Peternakan Lain,1,3
2611,2031-09-10,16,liter,Peternakan Sendiri,1,3
2612,2031-09-11,6,liter,Peternakan Lain,1,3
2613,2031-09-12,41,liter,Pengepul,1,3
2614,2031-09-13,46,liter,Peternakan Lain,1,3
2615,2031-09-14,29,liter,Pengepul,1,3
2616,2031-09-15,38,liter,Peternakan Sendiri,1,3
2617,2031-09-16,10,liter,Peternakan Sendiri,1,3
2618,2031-09-17,40,liter,Pengepul,1,3
2619,2031-09-18,12,liter,Peternakan Lain,1,3
2620,2031-09-19,31,liter,Pengepul,1,3
2621,2031-09-20,46,liter,Peternakan Lain,1,3
2622,2031-09-21,27,liter,Pengepul,1,3
2623,2031-09-22,16,liter,Peternakan Lain,1,3
2624,2031-09-23,35,liter,Pengepul,1,3
2625,2031-09-24,50,liter,Peternakan Sendiri,1,3
2626,2031-09-25,22,liter,Peternakan Lain,1,3
2627,2031-09-26,16,liter,Peternakan Lain,1,3
2628,2031-09-27,29,liter,Peternakan Lain,1,3
2629,2031-09-28,39,liter,Peternakan Sendiri,1,3
2630,2031-09-29,43,liter,Peternakan Sendiri,1,3
2631,2031-09-30,40,liter,Pengepul,1,3
2632,2031-10-01,11,liter,Peternakan Sendiri,1,3
2633,2031-10-02,37,liter,Peternakan Sendiri,1,3
2634,2031-10-03,8,liter,Peternakan Lain,1,3
2635,2031-10-04,34,liter,Peternakan Sendiri,1,3
2636,2031-10-05,14,liter,Pengepul,1,3
2637,2031-10-06,25,liter,Peternakan Lain,1,3
2638,2031-10-07,27,liter,Peternakan Sendiri,1,3
2639,2031-10-08,8,liter,Peternakan Sendiri,1,3
2640,2031-10-09,38,liter,Peternakan Sendiri,1,3
2641,2031-10-10,24,liter,Pengepul,1,3
2642,2031-10-11,3,liter,Pengepul,1,3
2643,2031-10-12,4,liter,Peternakan Sendiri,1,3
2644,2031-10-13,46,liter,Peternakan Sendiri,1,3
2645,2031-10-14,50,liter,Pengepul,1,3
2646,2031-10-15,2,liter,Peternakan Lain,1,3
2647,2031-10-16,33,liter,Peternakan Lain,1,3
2648,2031-10-17,22,liter,Peternakan Sendiri,1,3
2649,2031-10-18,14,liter,Peternakan Sendiri,1,3
2650,2031-10-19,23,liter,Peternakan Lain,1,3
2651,2031-10-20,28,liter,Peternakan Lain,1,3
2652,2031-10-21,27,liter,Peternakan Lain,1,3
2653,2031-10-22,8,liter,Peternakan Sendiri,1,3
2654,2031-10-23,13,liter,Pengepul,1,3
2655,2031-10-24,20,liter,Pengepul,1,3
2656,2031-10-25,32,liter,Peternakan Lain,1,3
2657,2031-10-26,11,liter,Pengepul,1,3
2658,2031-10-27,27,liter,Peternakan Sendiri,1,3
2659,2031-10-28,48,liter,Peternakan Sendiri,1,3
2660,2031-10-29,7,liter,Pengepul,1,3
2661,2031-10-30,2,liter,Pengepul,1,3
2662,2031-10-31,41,liter,Peternakan Lain,1,3
2663,2031-11-01,46,liter,Peternakan Lain,1,3
2664,2031-11-02,15,liter,Peternakan Sendiri,1,3
2665,2031-11-03,4,liter,Peternakan Lain,1,3
2666,2031-11-04,21,liter,Peternakan Sendiri,1,3
2667,2031-11-05,33,liter,Peternakan Lain,1,3
2668,2031-11-06,37,liter,Peternakan Sendiri,1,3
2669,2031-11-07,41,liter,Peternakan Sendiri,1,3
2670,2031-11-08,33,liter,Pengepul,1,3
2671,2031-11-09,12,liter,Pengepul,1,3
2672,2031-11-10,4,liter,Peternakan Sendiri,1,3
2673,2031-11-11,14,liter,Peternakan Sendiri,1,3
2674,2031-11-12,27,liter,Peternakan Sendiri,1,3
2675,2031-11-13,32,liter,Peternakan Sendiri,1,3
2676,2031-11-14,32,liter,Peternakan Sendiri,1,3
2677,2031-11-15,23,liter,Pengepul,1,3
2678,2031-11-16,7,liter,Pengepul,1,3
2679,2031-11-17,10,liter,Pengepul,1,3
2680,2031-11-18,48,liter,Peternakan Sendiri,1,3
2681,2031-11-19,7,liter,Peternakan Sendiri,1,3
2682,2031-11-20,3,liter,Peternakan Sendiri,1,3
2683,2031-11-21,47,liter,Peternakan Lain,1,3
2684,2031-11-22,30,liter,Peternakan Lain,1,3
2685,2031-11-23,9,liter,Pengepul,1,3
2686,2031-11-24,38,liter,Pengepul,1,3
2687,2031-11-25,8,liter,Peternakan Lain,1,3
2688,2031-11-26,21,liter,Peternakan Lain,1,3
2689,2031-11-27,1,liter,Pengepul,1,3
2690,2031-11-28,10,liter,Peternakan Sendiri,1,3
2691,2031-11-29,9,liter,Peternakan Lain,1,3
2692,2031-11-30,36,liter,Peternakan Sendiri,1,3
2693,2031-12-01,47,liter,Pengepul,1,3
2694,2031-12-02,5,liter,Peternakan Lain,1,3
2695,2031-12-03,21,liter,Peternakan Sendiri,1,3
2696,2031-12-04,4,liter,Peternakan Sendiri,1,3
2697,2031-12-05,21,liter,Peternakan Lain,1,3
2698,2031-12-06,30,liter,Peternakan Sendiri,1,3
2699,2031-12-07,49,liter,Peternakan Lain,1,3
2700,2031-12-08,5,liter,Peternakan Sendiri,1,3
2701,2031-12-09,48,liter,Peternakan Sendiri,1,3
2702,2031-12-10,34,liter,Peternakan Lain,1,3
2703,2031-12-11,48,liter,Pengepul,1,3
2704,2031-12-12,16,liter,Peternakan Lain,1,3
2705,2031-12-13,4,liter,Pengepul,1,3
2706,2031-12-14,22,liter,Peternakan Sendiri,1,3
2707,2031-12-15,6,liter,Pengepul,1,3
2708,2031-12-16,4,liter,Pengepul,1,3
2709,2031-12-17,27,liter,Peternakan Sendiri,1,3
2710,2031-12-18,36,liter,Peternakan Lain,1,3
2711,2031-12-19,19,liter,Pengepul,1,3
2712,2031-12-20,33,liter,Pengepul,1,3
2713,2031-12-21,45,liter,Peternakan Lain,1,3
2714,2031-12-22,33,liter,Peternakan Lain,1,3
