id,tgl_distribusi,jumlah,satuan,harga_berlaku,id_unit_ternak,id_jenis_produk,id_mitra_bisnis
1397,2028-05-14,48,kg,144028,1,4,1
1398,2028-05-15,39,ekor,148779,1,2,1
1399,2028-05-16,48,ekor,111015,1,2,1
1400,2028-05-17,11,ekor,126696,1,2,1
1401,2028-05-18,11,kg,109442,1,4,1
1402,2028-05-19,30,ekor,111504,1,2,1
1403,2028-05-20,28,ekor,103409,1,2,1
1404,2028-05-21,12,ekor,106265,1,2,1
1405,2028-05-22,38,kg,125551,1,4,1
1406,2028-05-23,15,ekor,102980,1,2,1
1407,2028-05-24,16,ekor,131761,1,2,1
1408,2028-05-25,49,ekor,135948,1,2,1
1409,2028-05-26,13,kg,116557,1,4,1
1410,2028-05-27,22,kg,137226,1,4,1
1411,2028-05-28,14,ekor,148343,1,2,1
1412,2028-05-29,50,kg,105029,1,4,1
1413,2028-05-30,39,ekor,107059,1,2,1
1414,2028-05-31,3,ekor,112054,1,2,1
1415,2028-06-01,43,kg,105898,1,4,1
1416,2028-06-02,39,kg,142569,1,4,1
1417,2028-06-03,19,kg,140505,1,4,1
1418,2028-06-04,3,ekor,138480,1,2,1
1419,2028-06-05,34,kg,117159,1,4,1
1420,2028-06-06,31,kg,100993,1,4,1
1421,2028-06-07,30,ekor,107594,1,2,1
1422,2028-06-08,15,ekor,142602,1,2,1
1423,2028-06-09,10,kg,121358,1,4,1
1424,2028-06-10,46,kg,126737,1,4,1
1425,2028-06-11,26,kg,122892,1,4,1
1426,2028-06-12,15,ekor,108594,1,2,1
1427,2028-06-13,25,kg,146259,1,4,1
1428,2028-06-14,43,kg,117993,1,4,1
1429,2028-06-15,36,ekor,128292,1,2,1
1430,2028-06-16,20,ekor,103660,1,2,1
1431,2028-06-17,42,kg,141725,1,4,1
1432,2028-06-18,41,kg,101344,1,4,1
1433,2028-06-19,4,kg,117907,1,4,1
1434,2028-06-20,46,kg,127758,1,4,1
1435,2028-06-21,45,ekor,108934,1,2,1
1436,2028-06-22,22,ekor,109637,1,2,1
1437,2028-06-23,37,ekor,121290,1,2,1
1438,2028-06-24,11,ekor,127119,1,2,1
1439,2028-06-25,4,kg,102301,1,4,1
1440,2028-06-26,42,ekor,102843,1,2,1
1441,2028-06-27,33,kg,140149,1,4,1
1442,2028-06-28,14,kg,101100,1,4,1
1443,2028-06-29,21,kg,135555,1,4,1
1444,2028-06-30,38,kg,139103,1,4,1
1445,2028-07-01,11,kg,125262,1,4,1
1446,2028-07-02,36,kg,118577,1,4,1
1447,2028-07-03,42,kg,120562,1,4,1
1448,2028-07-04,3,ekor,123742,1,2,1
1449,2028-07-05,11,ekor,122328,1,2,1
1450,2028-07-06,47,ekor,107852,1,2,1
1451,2028-07-07,8,ekor,114275,1,2,1
1452,2028-07-08,25,kg,119536,1,4,1
1453,2028-07-09,10,kg,147881,1,4,1
1454,2028-07-10,41,ekor,101339,1,2,1
1455,2028-07-11,8,kg,143937,1,4,1
1456,2028-07-12,50,kg,114115,1,4,1
1457,2028-07-13,12,kg,111210,1,4,1
1458,2028-07-14,20,kg,143529,1,4,1
1459,2028-07-15,31,kg,121314,1,4,1
1460,2028-07-16,9,kg,107973,1,4,1
1461,2028-07-17,20,ekor,114399,1,2,1
1462,2028-07-18,8,ekor,119801,1,2,1
1463,2028-07-19,32,ekor,129304,1,2,1
1464,2028-07-20,49,ekor,143962,1,2,1
1465,2028-07-21,11,kg,107729,1,4,1
1466,2028-07-22,19,ekor,136531,1,2,1
1467,2028-07-23,32,kg,138779,1,4,1
1468,2028-07-24,23,ekor,124443,1,2,1
1469,2028-07-25,14,kg,127733,1,4,1
1470,2028-07-26,38,kg,133270,1,4,1
1471,2028-07-27,12,kg,149483,1,4,1
1472,2028-07-28,37,kg,112736,1,4,1
1473,2028-07-29,10,ekor,100892,1,2,1
1474,2028-07-30,38,kg,122384,1,4,1
1475,2028-07-31,2,kg,123466,1,4,1
1476,2028-08-01,39,kg,114569,1,4,1
1477,2028-08-02,30,ekor,137397,1,2,1
1478,2028-08-03,48,kg,145196,1,4,1
1479,2028-08-04,48,ekor,106068,1,2,1
1480,2028-08-05,30,kg,137539,1,4,1
1481,2028-08-06,26,kg,115333,1,4,1
1482,2028-08-07,3,kg,101582,1,4,1
1483,2028-08-08,17,kg,132019,1,4,1
1484,2028-08-09,28,kg,119114,1,4,1
1485,2028-08-10,15,kg,105303,1,4,1
1486,2028-08-11,26,ekor,117866,1,2,1
1487,2028-08-12,46,ekor,144217,1,2,1
1488,2028-08-13,48,kg,113177,1,4,1
1489,2028-08-14,50,kg,115837,1,4,1
1490,2028-08-15,19,ekor,104672,1,2,1
1491,2028-08-16,20,ekor,100097,1,2,1
1492,2028-08-17,46,kg,133870,1,4,1
1493,2028-08-18,2,kg,145002,1,4,1
1494,2028-08-19,43,kg,134372,1,4,1
1495,2028-08-20,7,kg,123361,1,4,1
1496,2028-08-21,2,kg,100421,1,4,1
1497,2028-08-22,22,kg,116557,1,4,1
1498,2028-08-23,12,kg,141106,1,4,1
1499,2028-08-24,6,ekor,124519,1,2,1
1500,2028-08-25,47,ekor,124443,1,2,1
1501,2028-08-26,8,ekor,145877,1,2,1
1502,2028-08-27,30,ekor,118957,1,2,1
1503,2028-08-28,38,ekor,137662,1,2,1
1504,2028-08-29,15,kg,103397,1,4,1
1505,2028-08-30,25,ekor,119046,1,2,1
1506,2028-08-31,41,ekor,116465,1,2,1
1507,2028-09-01,14,ekor,146505,1,2,1
1508,2028-09-02,17,ekor,134587,1,2,1
1509,2028-09-03,30,kg,138325,1,4,1
1510,2028-09-04,36,ekor,110063,1,2,1
1511,2028-09-05,16,kg,138124,1,4,1
1512,2028-09-06,31,ekor,132817,1,2,1
1513,2028-09-07,34,ekor,125004,1,2,1
1514,2028-09-08,41,ekor,100830,1,2,1
1515,2028-09-09,19,kg,115177,1,4,1
1516,2028-09-10,43,kg,132329,1,4,1
1517,2028-09-11,40,kg,123296,1,4,1
1518,2028-09-12,6,ekor,140982,1,2,1
1519,2028-09-13,34,kg,120986,1,4,1
1520,2028-09-14,22,kg,140066,1,4,1
1521,2028-09-15,40,ekor,115286,1,2,1
1522,2028-09-16,14,ekor,133828,1,2,1
1523,2028-09-17,19,kg,104547,1,4,1
1524,2028-09-18,18,ekor,116786,1,2,1
1525,2028-09-19,39,kg,113244,1,4,1
1526,2028-09-20,45,kg,128704,1,4,1
1527,2028-09-21,14,kg,122873,1,4,1
1528,2028-09-22,24,ekor,146847,1,2,1
1529,2028-09-23,43,kg,132589,1,4,1
1530,2028-09-24,22,ekor,118063,1,2,1
1531,2028-09-25,6,ekor,135127,1,2,1
1532,2028-09-26,3,kg,147892,1,4,1
1533,2028-09-27,27,kg,115456,1,4,1
1534,2028-09-28,30,ekor,113741,1,2,1
1535,2028-09-29,5,ekor,133115,1,2,1
1536,2028-09-30,8,ekor,106859,1,2,1
1537,2028-10-01,27,kg,144736,1,4,1
1538,2028-10-02,30,kg,148848,1,4,1
1539,2028-10-03,7,ekor,104521,1,2,1
1540,2028-10-04,15,ekor,127971,1,2,1
1541,2028-10-05,5,kg,103892,1,4,1
1542,2028-10-06,4,kg,128773,1,4,1
1543,2028-10-07,18,ekor,115493,1,2,1
1544,2028-10-08,21,kg,131630,1,4,1
1545,2028-10-09,10,ekor,139353,1,2,1
1546,2028-10-10,30,ekor,136838,1,2,1
1547,2028-10-11,12,ekor,103981,1,2,1
1548,2028-10-12,28,ekor,117378,1,2,1
1549,2028-10-13,19,kg,118271,1,4,1
1550,2028-10-14,43,ekor,122462,1,2,1
1551,2028-10-15,19,ekor,128489,1,2,1
1552,2028-10-16,26,ekor,133584,1,2,1
1553,2028-10-17,44,ekor,130677,1,2,1
1554,2028-10-18,1,ekor,125226,1,2,1
1555,2028-10-19,45,ekor,125788,1,2,1
1556,2028-10-20,20,kg,114995,1,4,1
1557,2028-10-21,50,kg,120615,1,4,1
1558,2028-10-22,38,ekor,138857,1,2,1
1559,2028-10-23,48,ekor,129307,1,2,1
1560,2028-10-24,40,ekor,135035,1,2,1
1561,2028-10-25,43,kg,102185,1,4,1
1562,2028-10-26,46,kg,138688,1,4,1
1563,2028-10-27,8,ekor,147611,1,2,1
1564,2028-10-28,32,ekor,107597,1,2,1
1565,2028-10-29,13,ekor,135336,1,2,1
1566,2028-10-30,41,kg,149578,1,4,1
1567,2028-10-31,1,ekor,133688,1,2,1
1568,2028-11-01,12,ekor,123282,1,2,1
1569,2028-11-02,42,ekor,102750,1,2,1
1570,2028-11-03,8,ekor,137673,1,2,1
1571,2028-11-04,27,kg,149651,1,4,1
1572,2028-11-05,16,kg,140618,1,4,1
1573,2028-11-06,19,ekor,134167,1,2,1
1574,2028-11-07,40,ekor,121605,1,2,1
1575,2028-11-08,43,kg,146516,1,4,1
1576,2028-11-09,10,ekor,144064,1,2,1
1577,2028-11-10,49,kg,107801,1,4,1
1578,2028-11-11,40,ekor,148982,1,2,1
1579,2028-11-12,47,ekor,100253,1,2,1
1580,2028-11-13,32,kg,138392,1,4,1
1581,2028-11-14,5,kg,113682,1,4,1
1582,2028-11-15,22,kg,130213,1,4,1
1583,2028-11-16,34,ekor,137322,1,2,1
1584,2028-11-17,7,ekor,111495,1,2,1
1585,2028-11-18,19,ekor,126641,1,2,1
1586,2028-11-19,44,kg,125769,1,4,1
1587,2028-11-20,8,ekor,148457,1,2,1
1588,2028-11-21,26,ekor,105035,1,2,1
1589,2028-11-22,34,ekor,116297,1,2,1
1590,2028-11-23,21,ekor,105335,1,2,1
1591,2028-11-24,42,kg,105769,1,4,1
1592,2028-11-25,50,kg,120453,1,4,1
1593,2028-11-26,9,kg,131795,1,4,1
1594,2028-11-27,5,ekor,116653,1,2,1
1595,2028-11-28,47,ekor,118259,1,2,1
1596,2028-11-29,20,kg,118630,1,4,1
1597,2028-11-30,39,ekor,143791,1,2,1
1598,2028-12-01,7,kg,116113,1,4,1
1599,2028-12-02,21,ekor,132633,1,2,1
1600,2028-12-03,33,ekor,105735,1,2,1
1601,2028-12-04,45,kg,109888,1,4,1
1602,2028-12-05,22,ekor,100604,1,2,1
1603,2028-12-06,21,ekor,140959,1,2,1
1604,2028-12-07,11,kg,124098,1,4,1
1605,2028-12-08,18,ekor,121409,1,2,1
1606,2028-12-09,17,ekor,131634,1,2,1
1607,2028-12-10,43,ekor,115803,1,2,1
1608,2028-12-11,46,kg,125667,1,4,1
1609,2028-12-12,7,ekor,127737,1,2,1
1610,2028-12-13,3,kg,126972,1,4,1
1611,2028-12-14,41,kg,104298,1,4,1
1612,2028-12-15,18,kg,103870,1,4,1
1613,2028-12-16,24,kg,145702,1,4,1
1614,2028-12-17,18,kg,146921,1,4,1
1615,2028-12-18,25,ekor,111914,1,2,1
1616,2028-12-19,38,ekor,106901,1,2,1
1617,2028-12-20,45,ekor,114772,1,2,1
1618,2028-12-21,19,ekor,144682,1,2,1
1619,2028-12-22,47,ekor,120896,1,2,1
1620,2028-12-23,27,kg,134182,1,4,1
1621,2028-12-24,28,kg,101385,1,4,1
1622,2028-12-25,22,ekor,132706,1,2,1
1623,2028-12-26,4,ekor,101078,1,2,1
1624,2028-12-27,47,kg,107819,1,4,1
1625,2028-12-28,34,ekor,141640,1,2,1
1626,2028-12-29,47,kg,104371,1,4,1
1627,2028-12-30,49,kg,101886,1,4,1
1628,2028-12-31,43,ekor,102745,1,2,1
1629,2029-01-01,43,kg,126077,1,4,1
1630,2029-01-02,41,kg,101143,1,4,1
1631,2029-01-03,41,kg,135495,1,4,1
1632,2029-01-04,26,ekor,106889,1,2,1
1633,2029-01-05,9,ekor,110575,1,2,1
1634,2029-01-06,12,kg,104382,1,4,1
1635,2029-01-07,9,kg,124899,1,4,1
1636,2029-01-08,10,kg,121086,1,4,1
1637,2029-01-09,50,kg,130405,1,4,1
1638,2029-01-10,19,ekor,114527,1,2,1
1639,2029-01-11,29,ekor,146331,1,2,1
1640,2029-01-12,49,kg,114491,1,4,1
1641,2029-01-13,31,ekor,119280,1,2,1
1642,2029-01-14,5,ekor,113548,1,2,1
1643,2029-01-15,2,ekor,143066,1,2,1
1644,2029-01-16,39,kg,145426,1,4,1
1645,2029-01-17,19,kg,135659,1,4,1
1646,2029-01-18,25,ekor,112707,1,2,1
1647,2029-01-19,32,ekor,106371,1,2,1
1648,2029-01-20,50,kg,131624,1,4,1
1649,2029-01-21,21,kg,111209,1,4,1
1650,2029-01-22,36,kg,139388,1,4,1
1651,2029-01-23,21,kg,131984,1,4,1
1652,2029-01-24,18,kg,148045,1,4,1
1653,2029-01-25,42,kg,116772,1,4,1
1654,2029-01-26,50,ekor,127852,1,2,1
1655,2029-01-27,22,kg,114318,1,4,1
1656,2029-01-28,16,ekor,125021,1,2,1
1657,2029-01-29,19,kg,123951,1,4,1
1658,2029-01-30,6,kg,143525,1,4,1
1659,2029-01-31,34,ekor,107294,1,2,1
1660,2029-02-01,34,ekor,106726,1,2,1
1661,2029-02-02,35,ekor,103239,1,2,1
1662,2029-02-03,5,kg,133711,1,4,1
1663,2029-02-04,34,kg,108989,1,4,1
1664,2029-02-05,33,ekor,109421,1,2,1
1665,2029-02-06,29,ekor,107612,1,2,1
1666,2029-02-07,4,kg,147955,1,4,1
1667,2029-02-08,27,ekor,146646,1,2,1
1668,2029-02-09,12,kg,101516,1,4,1
1669,2029-02-10,10,kg,135777,1,4,1
1670,2029-02-11,16,ekor,120866,1,2,1
1671,2029-02-12,19,kg,136538,1,4,1
1672,2029-02-13,33,kg,113164,1,4,1
1673,2029-02-14,21,kg,119177,1,4,1
1674,2029-02-15,33,kg,149321,1,4,1
1675,2029-02-16,9,ekor,133461,1,2,1
1676,2029-02-17,27,ekor,102435,1,2,1
1677,2029-02-18,40,kg,118647,1,4,1
1678,2029-02-19,15,ekor,101008,1,2,1
1679,2029-02-20,10,ekor,103437,1,2,1
1680,2029-02-21,27,ekor,146087,1,2,1
1681,2029-02-22,40,kg,149911,1,4,1
1682,2029-02-23,17,ekor,137282,1,2,1
1683,2029-02-24,44,ekor,134623,1,2,1
1684,2029-02-25,21,ekor,114655,1,2,1
1685,2029-02-26,34,kg,142133,1,4,1
1686,2029-02-27,8,ekor,113674,1,2,1
1687,2029-02-28,33,ekor,128333,1,2,1
1688,2029-03-01,47,ekor,148483,1,2,1
1689,2029-03-02,36,kg,125239,1,4,1
1690,2029-03-03,43,kg,123343,1,4,1
1691,2029-03-04,38,kg,120985,1,4,1
1692,2029-03-05,12,ekor,147147,1,2,1
1693,2029-03-06,37,ekor,132768,1,2,1
1694,2029-03-07,7,kg,129958,1,4,1
1695,2029-03-08,30,kg,135299,1,4,1
1696,2029-03-09,34,ekor,101158,1,2,1
1697,2029-03-10,3,ekor,133747,1,2,1
1698,2029-03-11,16,ekor,147404,1,2,1
1699,2029-03-12,13,kg,110055,1,4,1
1700,2029-03-13,34,ekor,129093,1,2,1
1701,2029-03-14,35,ekor,132348,1,2,1
1702,2029-03-15,44,kg,122876,1,4,1
1703,2029-03-16,11,ekor,140399,1,2,1
1704,2029-03-17,35,ekor,126013,1,2,1
1705,2029-03-18,45,kg,146034,1,4,1
1706,2029-03-19,41,ekor,110045,1,2,1
1707,2029-03-20,44,kg,141029,1,4,1
1708,2029-03-21,17,ekor,118007,1,2,1
1709,2029-03-22,30,kg,137237,1,4,1
1710,2029-03-23,50,ekor,127670,1,2,1
1711,2029-03-24,32,kg,145816,1,4,1
1712,2029-03-25,44,ekor,149494,1,2,1
1713,2029-03-26,40,ekor,107467,1,2,1
1714,2029-03-27,22,ekor,132922,1,2,1
1715,2029-03-28,13,kg,128828,1,4,1
1716,2029-03-29,7,ekor,128557,1,2,1
1717,2029-03-30,5,ekor,143678,1,2,1
1718,2029-03-31,50,ekor,139873,1,2,1
1719,2029-04-01,41,kg,147266,1,4,1
1720,2029-04-02,25,ekor,121964,1,2,1
1721,2029-04-03,16,ekor,106978,1,2,1
1722,2029-04-04,30,kg,143702,1,4,1
1723,2029-04-05,25,ekor,148945,1,2,1
1724,2029-04-06,15,kg,125062,1,4,1
1725,2029-04-07,44,ekor,108120,1,2,1
1726,2029-04-08,50,kg,110288,1,4,1
1727,2029-04-09,25,ekor,136901,1,2,1
1728,2029-04-10,38,ekor,103881,1,2,1
1729,2029-04-11,43,kg,112386,1,4,1
1730,2029-04-12,17,ekor,117535,1,2,1
1731,2029-04-13,18,kg,127973,1,4,1
1732,2029-04-14,12,kg,114955,1,4,1
1733,2029-04-15,12,kg,120665,1,4,1
1734,2029-04-16,29,kg,135145,1,4,1
1735,2029-04-17,37,kg,112122,1,4,1
1736,2029-04-18,24,ekor,103271,1,2,1
1737,2029-04-19,16,kg,111757,1,4,1
1738,2029-04-20,34,kg,133356,1,4,1
1739,2029-04-21,9,kg,124288,1,4,1
1740,2029-04-22,12,ekor,120815,1,2,1
1741,2029-04-23,18,kg,113059,1,4,1
1742,2029-04-24,23,ekor,132675,1,2,1
1743,2029-04-25,31,ekor,110421,1,2,1
1744,2029-04-26,31,ekor,120874,1,2,1
1745,2029-04-27,32,kg,123788,1,4,1
1746,2029-04-28,34,kg,121908,1,4,1
1747,2029-04-29,9,ekor,137882,1,2,1
1748,2029-04-30,17,ekor,101300,1,2,1
1749,2029-05-01,8,ekor,142388,1,2,1
1750,2029-05-02,34,kg,139650,1,4,1
1751,2029-05-03,35,kg,132282,1,4,1
1752,2029-05-04,27,kg,121368,1,4,1
1753,2029-05-05,19,ekor,121208,1,2,1
1754,2029-05-06,20,kg,102163,1,4,1
1755,2029-05-07,13,ekor,114361,1,2,1
1756,2029-05-08,10,ekor,138516,1,2,1
1757,2029-05-09,47,kg,112701,1,4,1
1758,2029-05-10,46,ekor,118912,1,2,1
1759,2029-05-11,38,kg,106506,1,4,1
1760,2029-05-12,12,ekor,109968,1,2,1
1761,2029-05-13,12,kg,104891,1,4,1
1762,2029-05-14,34,kg,108341,1,4,1
1763,2029-05-15,34,ekor,144161,1,2,1
1764,2029-05-16,6,kg,136900,1,4,1
1765,2029-05-17,7,kg,113494,1,4,1
1766,2029-05-18,30,ekor,108477,1,2,1
1767,2029-05-19,12,ekor,138089,1,2,1
1768,2029-05-20,46,ekor,101197,1,2,1
1769,2029-05-21,48,ekor,145002,1,2,1
1770,2029-05-22,7,kg,147672,1,4,1
1771,2029-05-23,3,ekor,124679,1,2,1
1772,2029-05-24,1,ekor,106460,1,2,1
1773,2029-05-25,26,ekor,109275,1,2,1
1774,2029-05-26,2,kg,149259,1,4,1
1775,2029-05-27,7,ekor,132834,1,2,1
1776,2029-05-28,15,kg,147801,1,4,1
1777,2029-05-29,44,kg,105794,1,4,1
1778,2029-05-30,16,kg,135459,1,4,1
1779,2029-05-31,23,ekor,115554,1,2,1
1780,2029-06-01,26,kg,136554,1,4,1
1781,2029-06-02,2,kg,116213,1,4,1
1782,2029-06-03,2,kg,110963,1,4,1
1783,2029-06-04,4,kg,143565,1,4,1
1784,2029-06-05,15,kg,149360,1,4,1
1785,2029-06-06,44,kg,115836,1,4,1
1786,2029-06-07,26,ekor,116419,1,2,1
1787,2029-06-08,11,kg,140541,1,4,1
1788,2029-06-09,34,kg,145444,1,4,1
1789,2029-06-10,12,kg,136936,1,4,1
1790,2029-06-11,10,kg,136591,1,4,1
1791,2029-06-12,34,kg,101033,1,4,1
1792,2029-06-13,33,kg,106361,1,4,1
1793,2029-06-14,22,ekor,119737,1,2,1
1794,2029-06-15,44,ekor,108794,1,2,1
1795,2029-06-16,13,kg,139206,1,4,1
1796,2029-06-17,9,kg,105661,1,4,1
1797,2029-06-18,34,ekor,137189,1,2,1
1798,2029-06-19,28,kg,149581,1,4,1
1799,2029-06-20,41,ekor,138140,1,2,1
1800,2029-06-21,46,kg,110654,1,4,1
1801,2029-06-22,44,ekor,129397,1,2,1
1802,2029-06-23,1,kg,122752,1,4,1
1803,2029-06-24,21,ekor,106638,1,2,1
1804,2029-06-25,24,ekor,123152,1,2,1
1805,2029-06-26,35,ekor,143304,1,2,1
1806,2029-06-27,31,kg,103114,1,4,1
1807,2029-06-28,6,kg,127203,1,4,1
1808,2029-06-29,36,ekor,116517,1,2,1
1809,2029-06-30,12,kg,120185,1,4,1
1810,2029-07-01,34,kg,146356,1,4,1
1811,2029-07-02,46,ekor,106036,1,2,1
1812,2029-07-03,11,ekor,141351,1,2,1
1813,2029-07-04,25,kg,120830,1,4,1
1814,2029-07-05,24,ekor,103982,1,2,1
1815,2029-07-06,26,kg,118675,1,4,1
1816,2029-07-07,10,ekor,117976,1,2,1
1817,2029-07-08,15,kg,101741,1,4,1
1818,2029-07-09,26,ekor,125909,1,2,1
1819,2029-07-10,37,ekor,111218,1,2,1
1820,2029-07-11,32,kg,118732,1,4,1
1821,2029-07-12,48,kg,115670,1,4,1
1822,2029-07-13,35,kg,106569,1,4,1
1823,2029-07-14,15,ekor,128812,1,2,1
1824,2029-07-15,24,kg,142192,1,4,1
1825,2029-07-16,2,kg,140064,1,4,1
1826,2029-07-17,37,ekor,114561,1,2,1
1827,2029-07-18,39,kg,135611,1,4,1
1828,2029-07-19,28,kg,119758,1,4,1
1829,2029-07-20,5,ekor,100486,1,2,1
1830,2029-07-21,45,kg,146842,1,4,1
1831,2029-07-22,15,ekor,123325,1,2,1
1832,2029-07-23,5,ekor,123728,1,2,1
1833,2029-07-24,46,ekor,125787,1,2,1
1834,2029-07-25,32,ekor,107895,1,2,1
1835,2029-07-26,8,ekor,103643,1,2,1
1836,2029-07-27,41,kg,116880,1,4,1
1837,2029-07-28,33,kg,110459,1,4,1
1838,2029-07-29,36,kg,128743,1,4,1
1839,2029-07-30,32,ekor,148459,1,2,1
1840,2029-07-31,22,kg,113373,1,4,1
1841,2029-08-01,18,ekor,139368,1,2,1
1842,2029-08-02,49,kg,127318,1,4,1
1843,2029-08-03,39,kg,135015,1,4,1
1844,2029-08-04,4,ekor,147937,1,2,1
1845,2029-08-05,28,ekor,143932,1,2,1
1846,2029-08-06,38,kg,134679,1,4,1
1847,2029-08-07,11,ekor,125359,1,2,1
1848,2029-08-08,38,ekor,103143,1,2,1
1849,2029-08-09,20,kg,143591,1,4,1
1850,2029-08-10,24,kg,112561,1,4,1
1851,2029-08-11,49,ekor,122756,1,2,1
1852,2029-08-12,3,kg,117114,1,4,1
1853,2029-08-13,4,kg,103140,1,4,1
1854,2029-08-14,43,ekor,130130,1,2,1
1855,2029-08-15,16,ekor,133736,1,2,1
1856,2029-08-16,35,ekor,125722,1,2,1
1857,2029-08-17,21,ekor,142330,1,2,1
1858,2029-08-18,13,ekor,124740,1,2,1
1859,2029-08-19,8,kg,128583,1,4,1
1860,2029-08-20,25,kg,133885,1,4,1
1861,2029-08-21,25,ekor,144212,1,2,1
1862,2029-08-22,6,ekor,132534,1,2,1
1863,2029-08-23,23,ekor,109175,1,2,1
1864,2029-08-24,13,ekor,123628,1,2,1
1865,2029-08-25,4,ekor,129457,1,2,1
1866,2029-08-26,20,ekor,131356,1,2,1
1867,2029-08-27,39,kg,132461,1,4,1
1868,2029-08-28,8,ekor,145290,1,2,1
1869,2029-08-29,50,ekor,130818,1,2,1
1870,2029-08-30,20,kg,109492,1,4,1
1871,2029-08-31,26,kg,115142,1,4,1
1872,2029-09-01,14,kg,148489,1,4,1
1873,2029-09-02,50,kg,112525,1,4,1
1874,2029-09-03,42,ekor,128991,1,2,1
1875,2029-09-04,45,kg,109159,1,4,1
1876,2029-09-05,31,ekor,119757,1,2,1
1877,2029-09-06,22,kg,112409,1,4,1
1878,2029-09-07,41,ekor,115820,1,2,1
1879,2029-09-08,46,kg,144114,1,4,1
1880,2029-09-09,13,ekor,119226,1,2,1
1881,2029-09-10,35,ekor,149788,1,2,1
1882,2029-09-11,40,ekor,132418,1,2,1
1883,2029-09-12,27,ekor,126972,1,2,1
1884,2029-09-13,43,ekor,118809,1,2,1
1885,2029-09-14,10,kg,135245,1,4,1
1886,2029-09-15,50,ekor,139292,1,2,1
1887,2029-09-16,50,kg,142101,1,4,1
1888,2029-09-17,46,ekor,108681,1,2,1
1889,2029-09-18,50,kg,102345,1,4,1
1890,2029-09-19,50,ekor,130922,1,2,1
1891,2029-09-20,41,kg,104397,1,4,1
1892,2029-09-21,23,ekor,147469,1,2,1
1893,2029-09-22,27,kg,130731,1,4,1
1894,2029-09-23,16,ekor,134445,1,2,1
1895,2029-09-24,4,kg,105613,1,4,1
1896,2029-09-25,17,kg,122338,1,4,1
1897,2029-09-26,25,ekor,121769,1,2,1
1898,2029-09-27,30,ekor,107060,1,2,1
1899,2029-09-28,6,kg,141170,1,4,1
1900,2029-09-29,30,ekor,141055,1,2,1
1901,2029-09-30,22,kg,122186,1,4,1
1902,2029-10-01,37,kg,138089,1,4,1
1903,2029-10-02,46,ekor,121946,1,2,1
1904,2029-10-03,43,ekor,126787,1,2,1
1905,2029-10-04,14,ekor,131126,1,2,1
1906,2029-10-05,44,kg,125105,1,4,1
1907,2029-10-06,14,ekor,126792,1,2,1
1908,2029-10-07,16,ekor,136371,1,2,1
1909,2029-10-08,24,kg,106541,1,4,1
1910,2029-10-09,14,kg,145352,1,4,1
1911,2029-10-10,24,ekor,139812,1,2,1
1912,2029-10-11,27,kg,114476,1,4,1
1913,2029-10-12,18,kg,126786,1,4,1
1914,2029-10-13,49,ekor,145892,1,2,1
1915,2029-10-14,14,kg,129084,1,4,1
1916,2029-10-15,30,ekor,132529,1,2,1
1917,2029-10-16,43,kg,140287,1,4,1
1918,2029-10-17,45,kg,123803,1,4,1
1919,2029-10-18,48,ekor,123238,1,2,1
1920,2029-10-19,19,ekor,110357,1,2,1
1921,2029-10-20,21,ekor,108681,1,2,1
1922,2029-10-21,34,kg,123135,1,4,1
1923,2029-10-22,4,ekor,107710,1,2,1
1924,2029-10-23,16,ekor,102092,1,2,1
1925,2029-10-24,3,kg,105651,1,4,1
1926,2029-10-25,28,kg,146422,1,4,1
1927,2029-10-26,32,kg,122446,1,4,1
1928,2029-10-27,25,kg,106890,1,4,1
1929,2029-10-28,20,kg,141717,1,4,1
1930,2029-10-29,7,kg,143169,1,4,1
1931,2029-10-30,28,ekor,111921,1,2,1
1932,2029-10-31,21,kg,148618,1,4,1
1933,2029-11-01,32,ekor,112680,1,2,1
1934,2029-11-02,47,kg,133967,1,4,1
1935,2029-11-03,8,kg,139608,1,4,1
1936,2029-11-04,29,ekor,117212,1,2,1
1937,2029-11-05,21,ekor,108713,1,2,1
1938,2029-11-06,37,ekor,129650,1,2,1
1939,2029-11-07,34,ekor,135286,1,2,1
1940,2029-11-08,29,ekor,119850,1,2,1
1941,2029-11-09,10,kg,113158,1,4,1
1942,2029-11-10,4,ekor,140894,1,2,1
1943,2029-11-11,21,kg,118284,1,4,1
1944,2029-11-12,27,ekor,100652,1,2,1
1945,2029-11-13,25,kg,135601,1,4,1
1946,2029-11-14,46,ekor,143512,1,2,1
1947,2029-11-15,9,ekor,117852,1,2,1
1948,2029-11-16,49,ekor,124508,1,2,1
1949,2029-11-17,7,kg,105835,1,4,1
1950,2029-11-18,33,kg,130921,1,4,1
1951,2029-11-19,16,ekor,141844,1,2,1
1952,2029-11-20,45,kg,143125,1,4,1
1953,2029-11-21,38,ekor,136173,1,2,1
1954,2029-11-22,14,kg,109880,1,4,1
1955,2029-11-23,9,ekor,133233,1,2,1
1956,2029-11-24,32,kg,132015,1,4,1
1957,2029-11-25,42,ekor,137164,1,2,1
1958,2029-11-26,22,kg,125800,1,4,1
1959,2029-11-27,6,kg,143374,1,4,1
1960,2029-11-28,22,kg,138619,1,4,1
1961,2029-11-29,15,kg,139418,1,4,1
1962,2029-11-30,43,kg,123550,1,4,1
1963,2029-12-01,15,ekor,145821,1,2,1
1964,2029-12-02,27,kg,120009,1,4,1
1965,2029-12-03,3,ekor,123454,1,2,1
