id,tgl_pencatatan,jml_lahir_pedaging_jantan,jml_lahir_pedaging_betina,jml_lahir_perah_jantan,jml_lahir_perah_betina,jml_mati_pedaging_jantan,jml_mati_pedaging_betina,jml_mati_perah_jantan,jml_mati_perah_betina,jml_mati_pedaging_anaan_jantan,jml_mati_pedaging_anakan_betina,jml_mati_perah_anakan_jantan,jml_mati_perah_anakan_betina,id_peternak
2850,2032-05-06,0,0,41,38,34,13,0,2,1,7,0,0,1
2851,2032-05-07,7,0,0,45,0,0,0,0,1,0,0,18,1
2852,2032-05-08,40,0,0,6,0,0,0,0,1,0,0,0,1
2853,2032-05-09,0,0,0,8,41,0,0,0,1,0,29,0,1
2854,2032-05-10,0,0,0,0,0,22,39,38,1,0,0,0,1
2855,2032-05-11,11,0,0,0,13,0,47,0,1,42,0,0,1
2856,2032-05-12,0,0,0,0,0,24,0,0,1,0,0,0,1
2857,2032-05-13,0,0,0,0,36,0,19,0,1,2,26,25,1
2858,2032-05-14,0,10,31,0,21,30,0,0,1,40,0,14,1
2859,2032-05-15,0,16,0,12,0,0,0,0,1,0,0,30,1
2860,2032-05-16,38,50,44,0,15,0,0,1,1,0,0,0,1
2861,2032-05-17,0,12,0,0,0,12,0,0,1,0,0,30,1
2862,2032-05-18,0,0,18,16,11,0,0,0,1,0,0,0,1
2863,2032-05-19,37,0,0,23,0,0,0,41,1,0,40,43,1
2864,2032-05-20,17,0,0,0,0,0,23,0,1,0,0,31,1
2865,2032-05-21,0,0,0,0,0,0,0,13,1,50,0,0,1
2866,2032-05-22,0,0,39,0,0,0,28,0,1,32,0,0,1
2867,2032-05-23,44,18,0,0,0,0,0,2,1,38,0,44,1
2868,2032-05-24,0,0,0,43,0,0,48,0,1,0,0,0,1
2869,2032-05-25,0,0,0,0,0,48,0,28,1,47,0,0,1
2870,2032-05-26,28,0,0,0,0,33,0,0,1,14,11,0,1
2871,2032-05-27,0,1,22,24,0,0,0,39,1,0,0,26,1
2872,2032-05-28,44,0,0,0,0,0,48,24,1,0,0,0,1
2873,2032-05-29,0,0,0,44,0,18,6,5,1,48,0,0,1
2874,2032-05-30,0,0,0,9,0,43,14,0,1,10,0,49,1
2875,2032-05-31,0,0,31,16,0,0,0,0,1,28,0,31,1
2876,2032-06-01,0,0,0,0,48,0,6,0,1,0,0,0,1
2877,2032-06-02,4,0,0,0,0,0,0,0,1,0,0,0,1
2878,2032-06-03,14,0,32,0,0,0,0,0,1,29,0,0,1
2879,2032-06-04,0,46,0,0,0,46,0,19,1,0,32,48,1
2880,2032-06-05,0,40,0,0,0,0,0,0,1,48,0,0,1
2881,2032-06-06,50,0,0,0,0,0,0,12,1,0,0,44,1
2882,2032-06-07,0,44,0,36,14,0,0,34,1,0,0,18,1
2883,2032-06-08,0,0,0,0,0,0,11,0,1,0,45,0,1
2884,2032-06-09,39,45,0,0,0,0,0,0,1,27,0,32,1
2885,2032-06-10,0,0,0,50,12,0,0,0,1,6,0,0,1
2886,2032-06-11,0,0,0,0,32,45,0,32,1,47,0,0,1
2887,2032-06-12,0,0,29,0,0,0,0,13,1,0,0,0,1
2888,2032-06-13,0,0,27,49,2,6,20,0,1,0,0,0,1
2889,2032-06-14,0,46,0,0,37,0,0,0,1,0,48,39,1
2890,2032-06-15,36,0,0,27,0,0,0,0,1,0,0,0,1
2891,2032-06-16,0,24,0,0,0,0,24,4,1,0,0,5,1
2892,2032-06-17,28,0,0,0,0,0,0,0,1,0,0,0,1
2893,2032-06-18,45,17,0,36,0,16,0,0,1,0,0,0,1
2894,2032-06-19,14,22,20,0,0,0,0,0,1,15,15,3,1
2895,2032-06-20,37,26,0,10,28,0,0,32,1,0,8,23,1
2896,2032-06-21,0,0,8,0,7,0,0,0,1,31,42,0,1
2897,2032-06-22,0,0,0,46,0,0,19,0,1,0,2,0,1
2898,2032-06-23,19,18,0,0,0,0,0,0,1,0,0,0,1
2899,2032-06-24,48,32,0,33,46,0,0,27,1,7,0,12,1
2900,2032-06-25,0,6,0,31,0,16,0,21,1,0,0,0,1
2901,2032-06-26,0,4,31,3,0,0,0,0,1,40,0,34,1
2902,2032-06-27,0,0,44,0,0,0,0,0,1,0,32,42,1
2903,2032-06-28,0,0,4,0,34,31,0,0,1,0,0,0,1
2904,2032-06-29,0,0,0,0,0,35,0,0,1,0,0,25,1
2905,2032-06-30,0,0,0,19,10,0,0,0,1,0,37,32,1
2906,2032-07-01,0,0,0,0,50,0,0,5,1,0,20,0,1
2907,2032-07-02,0,35,0,3,0,0,0,19,1,0,0,0,1
2908,2032-07-03,0,0,23,0,0,0,0,37,1,7,49,0,1
2909,2032-07-04,0,13,0,0,0,0,0,0,1,27,0,0,1
2910,2032-07-05,12,48,42,0,0,12,10,0,1,0,0,0,1
2911,2032-07-06,43,10,13,0,0,0,0,39,1,39,0,0,1
2912,2032-07-07,0,0,42,12,0,0,20,0,1,0,0,0,1
2913,2032-07-08,0,0,0,0,13,0,0,0,1,5,0,0,1
2914,2032-07-09,17,0,0,0,7,33,19,24,1,28,0,6,1
2915,2032-07-10,0,0,5,41,19,29,2,0,1,1,25,43,1
2916,2032-07-11,8,0,0,0,0,24,0,0,1,0,0,0,1
2917,2032-07-12,0,23,26,44,0,0,0,0,1,0,0,0,1
2918,2032-07-13,0,33,0,0,0,0,0,0,1,0,0,0,1
2919,2032-07-14,0,0,0,0,0,0,25,0,1,0,0,0,1
2920,2032-07-15,10,0,0,0,0,0,28,0,1,0,0,0,1
2921,2032-07-16,7,40,23,0,30,0,0,0,1,25,0,20,1
2922,2032-07-17,18,0,0,28,0,0,0,0,1,3,0,0,1
2923,2032-07-18,37,0,23,41,0,0,5,0,1,0,40,0,1
2924,2032-07-19,48,30,0,0,0,0,0,25,1,0,0,19,1
2925,2032-07-20,0,0,0,44,0,0,41,0,1,0,0,0,1
2926,2032-07-21,0,0,0,3,0,0,0,24,1,27,0,0,1
2927,2032-07-22,0,0,0,0,39,20,0,0,1,16,0,22,1
2928,2032-07-23,0,39,1,0,50,0,0,17,1,0,0,7,1
2929,2032-07-24,0,0,0,0,0,0,0,45,1,0,0,0,1
2930,2032-07-25,0,0,0,0,0,0,0,14,1,0,0,0,1
2931,2032-07-26,35,0,0,34,0,25,0,0,1,45,0,0,1
2932,2032-07-27,32,15,0,0,0,28,43,0,1,5,0,0,1
2933,2032-07-28,17,0,40,0,0,0,0,23,1,0,0,0,1
2934,2032-07-29,0,31,0,17,0,0,14,0,1,0,0,0,1
2935,2032-07-30,0,11,21,0,0,0,39,0,1,0,49,25,1
2936,2032-07-31,0,0,21,7,0,0,0,0,1,0,0,0,1
2937,2032-08-01,0,0,14,0,0,0,38,5,1,0,0,0,1
2938,2032-08-02,22,0,34,0,43,33,18,0,1,19,0,0,1
2939,2032-08-03,0,0,0,0,0,0,11,0,1,0,17,0,1
2940,2032-08-04,0,0,0,36,0,2,0,0,1,0,0,0,1
2941,2032-08-05,31,0,8,2,34,42,0,0,1,0,0,18,1
2942,2032-08-06,0,33,0,0,26,49,0,0,1,0,0,0,1
2943,2032-08-07,0,0,30,0,0,0,45,0,1,37,41,0,1
2944,2032-08-08,0,0,1,0,19,0,3,0,1,16,0,34,1
2945,2032-08-09,7,0,26,29,0,0,37,0,1,21,0,0,1
2946,2032-08-10,0,27,13,0,0,0,0,0,1,0,43,0,1
2947,2032-08-11,0,0,0,40,16,0,0,0,1,0,48,0,1
2948,2032-08-12,0,0,0,0,0,0,41,0,1,16,0,0,1
2949,2032-08-13,22,0,0,26,26,15,0,12,1,0,0,36,1
2950,2032-08-14,0,0,0,0,0,0,0,33,1,0,14,11,1
2951,2032-08-15,48,0,47,17,6,0,0,16,1,35,38,4,1
2952,2032-08-16,0,0,44,3,0,0,0,0,1,5,14,2,1
2953,2032-08-17,0,0,0,0,2,0,37,0,1,0,0,21,1
2954,2032-08-18,0,0,0,32,0,0,0,0,1,0,0,0,1
2955,2032-08-19,0,35,0,0,0,3,28,0,1,0,8,0,1
2956,2032-08-20,0,0,0,48,8,0,0,0,1,0,0,0,1
2957,2032-08-21,0,0,0,19,0,0,0,0,1,0,29,12,1
2958,2032-08-22,14,0,0,0,26,48,0,4,1,0,0,0,1
2959,2032-08-23,0,0,0,0,0,0,50,0,1,22,16,0,1
2960,2032-08-24,0,0,0,0,0,0,0,38,1,0,16,0,1
2961,2032-08-25,0,18,21,0,47,0,12,0,1,16,0,16,1
2962,2032-08-26,0,3,0,0,50,0,0,0,1,0,0,13,1
2963,2032-08-27,0,4,0,0,0,47,0,0,1,0,0,0,1
2964,2032-08-28,30,0,17,10,0,0,0,0,1,0,0,25,1
2965,2032-08-29,46,0,0,0,49,0,0,0,1,17,0,28,1
2966,2032-08-30,23,1,0,0,0,0,0,0,1,26,0,0,1
2967,2032-08-31,29,0,0,33,37,6,0,11,1,30,0,0,1
2968,2032-09-01,0,0,0,21,0,0,2,19,1,25,34,44,1
2969,2032-09-02,0,9,0,13,1,0,0,0,1,48,0,39,1
2970,2032-09-03,0,0,0,0,28,0,0,0,1,2,0,0,1
2971,2032-09-04,2,0,0,0,0,36,0,33,1,32,0,0,1
2972,2032-09-05,10,0,0,10,0,0,8,0,1,0,0,11,1
2973,2032-09-06,0,0,0,0,44,30,0,0,1,0,0,37,1
2974,2032-09-07,0,11,0,38,0,0,11,0,1,0,46,0,1
2975,2032-09-08,0,0,0,10,42,0,32,11,1,39,0,0,1
2976,2032-09-09,28,27,0,40,0,10,0,0,1,0,20,0,1
2977,2032-09-10,0,27,0,45,0,0,24,0,1,42,0,15,1
2978,2032-09-11,0,0,0,0,33,22,0,0,1,0,0,0,1
2979,2032-09-12,0,0,30,0,9,0,0,0,1,6,37,37,1
2980,2032-09-13,0,38,0,42,0,0,0,0,1,0,0,0,1
2981,2032-09-14,0,0,0,0,0,49,18,0,1,50,0,0,1
2982,2032-09-15,0,28,10,15,0,0,0,4,1,0,0,0,1
2983,2032-09-16,0,0,0,0,0,47,11,21,1,30,9,0,1
2984,2032-09-17,0,0,0,5,0,0,0,35,1,12,30,0,1
2985,2032-09-18,0,32,37,0,0,0,0,27,1,0,0,0,1
2986,2032-09-19,13,42,30,0,12,40,0,0,1,1,0,0,1
2987,2032-09-20,3,21,13,2,0,0,0,30,1,36,0,0,1
2988,2032-09-21,0,0,0,11,23,32,0,0,1,0,0,0,1
2989,2032-09-22,25,0,0,0,0,0,38,0,1,25,0,0,1
2990,2032-09-23,0,0,0,46,12,0,19,0,1,12,0,0,1
2991,2032-09-24,0,0,0,0,0,18,0,0,1,38,0,0,1
2992,2032-09-25,0,42,0,0,6,0,16,0,1,21,37,37,1
2993,2032-09-26,44,0,1,50,0,0,0,0,1,29,0,0,1
2994,2032-09-27,13,45,49,39,0,0,45,0,1,26,24,44,1
2995,2032-09-28,0,0,0,0,0,0,0,0,1,0,0,0,1
2996,2032-09-29,21,0,0,0,0,0,0,0,1,0,0,0,1
2997,2032-09-30,0,0,0,26,0,17,25,2,1,26,30,0,1
2998,2032-10-01,0,0,0,0,0,0,17,41,1,0,43,17,1
2999,2032-10-02,0,0,34,0,14,0,0,0,1,35,9,0,1
3000,2032-10-03,0,5,17,0,0,0,50,0,1,0,0,0,1
3001,2032-10-04,0,0,0,0,0,22,16,0,1,0,0,4,1
3002,2032-10-05,0,21,43,0,0,0,0,0,1,46,0,1,1
3003,2032-10-06,0,20,0,0,14,0,0,0,1,0,10,0,1
3004,2032-10-07,35,0,41,0,0,0,0,50,1,0,0,25,1
3005,2032-10-08,0,0,0,0,0,8,0,32,1,0,0,11,1
3006,2032-10-09,0,0,0,0,8,0,0,0,1,0,28,15,1
3007,2032-10-10,0,0,0,49,0,0,26,0,1,34,0,0,1
3008,2032-10-11,0,0,0,0,49,0,0,34,1,0,0,0,1
3009,2032-10-12,0,29,0,0,0,0,0,0,1,0,0,35,1
3010,2032-10-13,0,0,0,0,0,0,0,0,1,0,0,0,1
3011,2032-10-14,1,34,11,0,0,0,12,35,1,48,0,0,1
3012,2032-10-15,0,0,14,0,27,0,0,0,1,0,0,0,1
3013,2032-10-16,11,10,0,0,0,0,0,0,1,9,50,44,1
3014,2032-10-17,0,18,0,0,0,0,0,0,1,0,0,21,1
3015,2032-10-18,45,0,0,0,0,0,35,31,1,0,0,0,1
3016,2032-10-19,35,46,23,0,0,0,0,0,1,0,0,0,1
3017,2032-10-20,0,21,0,0,0,0,0,0,1,0,0,7,1
3018,2032-10-21,1,0,0,0,0,0,0,0,1,0,0,0,1
3019,2032-10-22,0,0,0,38,0,44,0,0,1,0,0,0,1
3020,2032-10-23,0,0,0,0,8,0,0,0,1,0,0,0,1
3021,2032-10-24,0,25,0,0,0,0,0,25,1,0,0,0,1
3022,2032-10-25,2,0,0,45,0,0,3,0,1,0,0,34,1
3023,2032-10-26,0,0,0,0,0,0,0,14,1,0,42,0,1
3024,2032-10-27,36,6,41,0,0,0,0,0,1,0,1,0,1
3025,2032-10-28,0,0,10,0,0,0,0,0,1,42,0,0,1
3026,2032-10-29,0,0,32,0,34,0,0,0,1,0,0,0,1
3027,2032-10-30,0,0,39,0,0,0,0,0,1,32,0,21,1
3028,2032-10-31,22,0,0,19,0,0,0,0,1,14,0,26,1
3029,2032-11-01,0,0,0,38,0,30,22,20,1,6,0,35,1
3030,2032-11-02,8,0,49,0,0,3,0,0,1,0,1,0,1
3031,2032-11-03,0,38,15,5,0,0,0,30,1,0,0,41,1
3032,2032-11-04,0,7,0,3,0,0,0,0,1,0,33,0,1
3033,2032-11-05,0,0,0,40,0,0,38,9,1,0,0,0,1
3034,2032-11-06,0,0,0,0,0,0,22,0,1,0,0,14,1
3035,2032-11-07,0,0,21,0,50,0,0,40,1,0,0,0,1
3036,2032-11-08,0,0,0,25,29,0,0,47,1,0,0,0,1
3037,2032-11-09,0,0,0,23,0,0,34,0,1,0,0,47,1
3038,2032-11-10,0,23,0,0,0,0,12,0,1,0,0,0,1
3039,2032-11-11,18,50,0,50,0,0,0,0,1,28,37,0,1
3040,2032-11-12,43,17,0,0,0,0,0,0,1,0,0,0,1
3041,2032-11-13,0,0,0,47,0,0,0,0,1,0,0,0,1
3042,2032-11-14,0,11,0,0,0,0,0,20,1,0,0,0,1
3043,2032-11-15,0,48,26,0,0,0,44,32,1,0,0,0,1
3044,2032-11-16,2,0,0,12,0,0,0,0,1,0,0,0,1
3045,2032-11-17,0,0,42,0,0,24,6,0,1,0,0,0,1
3046,2032-11-18,0,41,0,0,0,0,37,50,1,0,50,43,1
3047,2032-11-19,0,0,0,0,0,0,0,0,1,0,0,0,1
3048,2032-11-20,0,0,0,0,30,0,14,0,1,0,23,0,1
3049,2032-11-21,47,14,33,0,0,0,0,0,1,19,0,0,1
3050,2032-11-22,39,7,0,0,0,37,11,0,1,49,1,0,1
3051,2032-11-23,0,40,0,0,0,16,17,40,1,41,0,0,1
3052,2032-11-24,0,44,0,0,25,0,0,0,1,0,42,5,1
3053,2032-11-25,0,0,0,0,0,33,36,0,1,0,0,0,1
3054,2032-11-26,10,0,0,0,40,0,28,0,1,35,26,0,1
3055,2032-11-27,0,0,0,43,0,0,26,2,1,0,31,0,1
3056,2032-11-28,0,0,0,0,0,0,0,33,1,17,0,31,1
3057,2032-11-29,41,0,0,0,36,0,0,0,1,0,50,0,1
3058,2032-11-30,40,0,0,0,47,24,27,0,1,0,47,15,1
3059,2032-12-01,0,0,37,40,0,0,17,6,1,0,0,0,1
3060,2032-12-02,0,0,0,0,50,0,0,38,1,0,11,11,1
3061,2032-12-03,0,0,0,44,44,0,0,11,1,0,0,0,1
3062,2032-12-04,0,10,39,0,0,0,14,0,1,0,0,0,1
3063,2032-12-05,0,0,20,0,0,44,0,0,1,0,9,0,1
3064,2032-12-06,0,0,0,0,0,0,0,0,1,0,0,0,1
3065,2032-12-07,0,0,41,0,0,47,0,33,1,0,47,0,1
3066,2032-12-08,0,21,45,0,0,26,0,0,1,17,0,1,1
3067,2032-12-09,0,0,21,0,0,21,41,0,1,0,0,0,1
3068,2032-12-10,46,42,3,0,0,14,0,0,1,18,16,0,1
3069,2032-12-11,0,11,38,20,0,0,0,11,1,0,37,0,1
3070,2032-12-12,0,48,29,0,2,0,0,38,1,0,19,0,1
3071,2032-12-13,0,0,50,0,15,0,0,0,1,30,5,0,1
3072,2032-12-14,30,0,20,0,0,0,0,0,1,0,0,0,1
3073,2032-12-15,0,47,0,0,0,1,0,0,1,0,0,0,1
3074,2032-12-16,0,0,0,0,0,0,4,0,1,42,0,0,1
3075,2032-12-17,0,0,7,0,0,0,3,4,1,43,18,0,1
3076,2032-12-18,0,0,0,0,0,20,2,0,1,0,4,6,1
3077,2032-12-19,0,0,28,0,0,44,27,0,1,0,0,34,1
3078,2032-12-20,0,0,0,0,0,0,0,4,1,0,0,0,1
3079,2032-12-21,0,0,0,0,45,25,4,22,1,0,21,23,1
3080,2032-12-22,0,1,29,0,0,0,37,0,1,0,0,0,1
3081,2032-12-23,0,14,0,0,0,0,44,0,1,9,0,0,1
3082,2032-12-24,0,0,0,0,0,25,0,0,1,0,0,0,1
3083,2032-12-25,0,0,16,0,0,0,0,0,1,36,0,0,1
3084,2032-12-26,0,16,0,0,0,0,0,27,1,1,0,0,1
3085,2032-12-27,16,0,0,0,29,0,0,0,1,0,0,0,1
3086,2032-12-28,0,0,24,0,0,0,12,0,1,0,0,0,1
3087,2032-12-29,45,37,40,17,0,0,0,0,1,0,35,1,1
3088,2032-12-30,0,11,0,0,0,18,0,0,1,0,0,0,1
3089,2032-12-31,46,0,31,0,0,0,0,0,1,0,0,0,1
3090,2033-01-01,32,0,0,0,45,0,24,0,1,28,12,0,1
3091,2033-01-02,25,8,48,0,8,0,0,0,1,0,0,9,1
3092,2033-01-03,0,0,0,0,0,44,14,0,1,0,37,38,1
3093,2033-01-04,48,44,0,0,0,0,0,44,1,5,0,0,1
3094,2033-01-05,0,50,0,0,20,50,0,4,1,0,5,0,1
3095,2033-01-06,0,5,0,0,6,39,16,11,1,37,26,0,1
3096,2033-01-07,0,0,0,0,0,0,0,0,1,19,0,22,1
3097,2033-01-08,0,0,31,0,0,0,0,39,1,0,10,10,1
3098,2033-01-09,18,21,0,0,39,30,50,0,1,25,0,15,1
3099,2033-01-10,2,0,18,0,0,0,41,0,1,0,0,11,1
3100,2033-01-11,0,6,0,0,0,0,0,0,1,0,0,39,1
3101,2033-01-12,0,0,0,0,0,0,0,0,1,0,0,0,1
3102,2033-01-13,49,31,0,0,0,0,0,0,1,0,17,0,1
3103,2033-01-14,0,0,0,0,0,0,0,0,1,0,29,0,1
3104,2033-01-15,0,0,0,0,0,22,0,0,1,0,1,0,1
3105,2033-01-16,0,0,9,0,0,0,0,0,1,0,0,0,1
3106,2033-01-17,5,50,8,0,0,0,11,0,1,0,0,12,1
3107,2033-01-18,0,0,34,0,0,0,0,0,1,0,0,0,1
3108,2033-01-19,0,0,0,0,49,0,35,0,1,25,50,0,1
3109,2033-01-20,0,39,38,45,0,7,7,0,1,14,19,0,1
3110,2033-01-21,0,0,0,35,45,0,39,0,1,0,14,0,1
3111,2033-01-22,0,36,0,0,0,0,0,0,1,0,0,0,1
3112,2033-01-23,0,47,35,22,0,24,5,0,1,49,1,33,1
3113,2033-01-24,0,0,0,0,0,0,4,4,1,29,0,18,1
3114,2033-01-25,37,0,43,0,0,6,49,0,1,49,32,0,1
3115,2033-01-26,0,0,3,0,0,0,11,0,1,0,0,46,1
3116,2033-01-27,0,2,0,0,36,0,0,0,1,0,0,18,1
3117,2033-01-28,45,7,0,0,25,22,0,0,1,0,28,49,1
3118,2033-01-29,0,19,0,0,39,0,0,0,1,0,47,21,1
3119,2033-01-30,0,0,5,19,0,0,44,47,1,5,0,36,1
3120,2033-01-31,37,0,0,0,29,0,0,0,1,0,0,45,1
3121,2033-02-01,0,0,0,0,0,0,0,32,1,0,0,0,1
3122,2033-02-02,16,0,0,0,0,0,0,0,1,0,0,0,1
3123,2033-02-03,0,0,0,0,0,0,37,0,1,0,15,0,1
3124,2033-02-04,0,0,0,0,0,37,0,0,1,0,0,0,1
3125,2033-02-05,0,25,0,0,50,34,0,0,1,6,29,0,1
3126,2033-02-06,0,44,4,0,0,14,30,0,1,0,41,0,1
3127,2033-02-07,22,0,48,0,0,0,0,0,1,1,20,0,1
3128,2033-02-08,42,0,0,0,14,43,19,0,1,0,10,0,1
3129,2033-02-09,0,0,0,0,2,0,0,10,1,0,0,0,1
3130,2033-02-10,28,0,0,17,0,0,0,0,1,0,7,0,1
3131,2033-02-11,0,0,0,0,0,42,0,0,1,0,11,0,1
3132,2033-02-12,40,0,0,0,0,0,1,0,1,0,0,0,1
3133,2033-02-13,0,22,40,0,20,0,0,17,1,0,0,34,1
3134,2033-02-14,0,0,0,22,0,0,0,37,1,0,0,37,1
3135,2033-02-15,0,37,37,4,0,0,0,0,1,0,0,36,1
3136,2033-02-16,0,0,0,0,0,8,0,0,1,44,0,0,1
3137,2033-02-17,0,28,45,0,0,0,0,0,1,0,0,9,1
3138,2033-02-18,0,0,0,3,40,0,3,0,1,0,0,0,1
3139,2033-02-19,7,0,0,0,25,0,19,0,1,0,0,0,1
3140,2033-02-20,14,0,49,6,0,0,36,0,1,0,33,0,1
3141,2033-02-21,15,0,0,32,0,0,0,0,1,9,0,11,1
3142,2033-02-22,0,0,0,0,0,0,0,0,1,0,0,0,1
3143,2033-02-23,0,4,0,31,45,0,50,0,1,0,0,0,1
3144,2033-02-24,0,0,0,44,0,0,22,0,1,0,16,48,1
3145,2033-02-25,39,0,0,0,0,0,0,0,1,0,36,50,1
3146,2033-02-26,0,39,11,19,39,0,0,0,1,13,0,0,1
3147,2033-02-27,0,0,0,0,0,43,0,0,1,49,0,0,1
3148,2033-02-28,0,0,0,0,0,16,0,0,1,0,1,0,1
3149,2033-03-01,0,35,0,3,0,0,47,41,1,35,23,0,1
3150,2033-03-02,0,0,0,0,0,7,19,0,1,0,2,0,1
3151,2033-03-03,0,0,0,0,22,0,0,25,1,0,0,0,1
3152,2033-03-04,0,0,0,0,16,0,0,0,1,0,0,0,1
3153,2033-03-05,0,28,0,24,0,0,21,0,1,0,0,0,1
3154,2033-03-06,0,35,0,22,5,0,19,25,1,19,0,0,1
3155,2033-03-07,0,0,0,6,0,0,6,0,1,0,34,0,1
3156,2033-03-08,0,49,37,28,0,8,0,0,1,43,0,27,1
3157,2033-03-09,0,0,0,0,0,48,0,0,1,0,0,0,1
3158,2033-03-10,0,0,0,0,0,0,0,0,1,0,0,0,1
3159,2033-03-11,0,0,0,7,0,0,0,22,1,36,0,19,1
3160,2033-03-12,0,26,14,0,5,0,0,0,1,0,0,0,1
3161,2033-03-13,0,45,39,13,0,46,0,0,1,0,0,0,1
3162,2033-03-14,0,12,0,0,0,0,0,0,1,0,36,0,1
3163,2033-03-15,18,45,0,0,0,0,0,0,1,0,22,48,1
3164,2033-03-16,0,0,49,0,0,0,20,0,1,0,0,0,1
3165,2033-03-17,0,0,0,0,0,0,50,0,1,5,15,19,1
3166,2033-03-18,0,11,0,0,15,33,13,0,1,0,0,0,1
3167,2033-03-19,0,0,0,0,0,0,0,0,1,0,0,0,1
3168,2033-03-20,0,0,0,35,19,0,0,0,1,0,0,9,1
3169,2033-03-21,0,42,0,18,13,0,0,0,1,0,0,0,1
3170,2033-03-22,0,0,0,0,12,0,0,0,1,0,14,0,1
3171,2033-03-23,0,0,23,46,0,10,0,0,1,0,32,36,1
3172,2033-03-24,50,0,0,0,0,0,0,0,1,0,7,0,1
3173,2033-03-25,37,0,0,32,0,0,0,0,1,28,0,0,1
3174,2033-03-26,31,0,0,0,2,0,35,2,1,15,0,0,1
3175,2033-03-27,0,0,0,12,0,3,0,0,1,0,0,17,1
3176,2033-03-28,0,0,0,31,0,34,0,0,1,0,6,0,1
3177,2033-03-29,0,0,0,0,9,0,0,2,1,0,9,0,1
3178,2033-03-30,0,0,7,0,0,0,0,21,1,0,0,0,1
3179,2033-03-31,0,0,0,22,26,0,0,0,1,0,0,0,1
3180,2033-04-01,39,0,0,0,0,0,0,46,1,0,0,0,1
3181,2033-04-02,0,0,0,29,0,0,0,0,1,0,6,0,1
3182,2033-04-03,28,0,0,29,0,40,0,21,1,0,0,0,1
3183,2033-04-04,0,0,0,0,0,0,26,4,1,0,0,24,1
3184,2033-04-05,25,10,36,20,0,0,0,0,1,0,0,0,1
3185,2033-04-06,0,0,0,0,11,42,0,0,1,0,0,0,1
3186,2033-04-07,0,0,0,0,0,0,40,46,1,0,49,43,1
3187,2033-04-08,0,0,1,7,22,5,0,33,1,48,0,0,1
3188,2033-04-09,28,0,0,24,0,28,0,0,1,8,23,13,1
3189,2033-04-10,0,0,0,0,0,34,0,23,1,0,0,0,1
3190,2033-04-11,0,0,49,0,0,0,0,0,1,0,0,0,1
3191,2033-04-12,0,12,0,38,39,0,0,0,1,0,0,0,1
3192,2033-04-13,22,0,30,0,0,0,36,50,1,6,0,0,1
3193,2033-04-14,34,0,0,0,0,0,0,0,1,22,0,18,1
3194,2033-04-15,0,0,29,0,0,0,16,0,1,10,37,0,1
3195,2033-04-16,44,0,42,0,0,29,0,16,1,22,0,0,1
3196,2033-04-17,24,0,16,0,0,0,0,29,1,0,35,0,1
3197,2033-04-18,0,0,31,20,0,0,0,50,1,0,9,0,1
3198,2033-04-19,0,46,22,31,12,30,0,0,1,0,0,0,1
3199,2033-04-20,0,36,0,49,0,0,0,0,1,0,0,0,1
3200,2033-04-21,4,4,0,0,0,0,0,0,1,0,0,0,1
3201,2033-04-22,0,0,0,0,48,0,0,0,1,0,0,0,1
3202,2033-04-23,11,11,0,0,24,0,0,0,1,0,0,0,1
3203,2033-04-24,0,38,0,0,43,24,31,22,1,0,41,0,1
3204,2033-04-25,0,0,0,0,0,42,46,29,1,0,0,0,1
3205,2033-04-26,47,0,2,0,36,0,42,21,1,0,27,0,1
3206,2033-04-27,14,0,0,0,37,24,0,1,1,0,0,0,1
3207,2033-04-28,0,1,45,6,0,0,0,0,1,31,0,27,1
3208,2033-04-29,11,0,0,0,0,0,0,13,1,0,0,0,1
3209,2033-04-30,38,12,0,0,40,0,24,17,1,0,0,0,1
3210,2033-05-01,0,0,0,6,0,31,0,0,1,0,1,0,1
3211,2033-05-02,0,0,0,7,0,0,0,46,1,0,0,0,1
3212,2033-05-03,0,8,9,0,0,24,0,0,1,0,0,0,1
3213,2033-05-04,0,2,0,0,0,0,0,0,1,0,0,0,1
3214,2033-05-05,0,38,18,0,0,0,0,43,1,0,0,0,1
3215,2033-05-06,0,0,0,22,0,0,0,6,1,0,0,0,1
3216,2033-05-07,0,0,0,39,0,0,0,0,1,0,0,0,1
3217,2033-05-08,8,0,7,0,0,0,0,11,1,0,47,0,1
3218,2033-05-09,14,0,21,0,25,0,3,0,1,0,44,6,1
3219,2033-05-10,0,0,0,0,0,0,0,0,1,8,0,49,1
3220,2033-05-11,0,0,0,13,19,0,0,0,1,0,7,0,1
3221,2033-05-12,41,0,6,0,0,0,0,49,1,0,0,41,1
3222,2033-05-13,0,0,0,25,0,0,0,0,1,0,0,13,1
3223,2033-05-14,0,0,0,0,16,0,7,0,1,17,36,10,1
3224,2033-05-15,0,0,0,47,35,0,0,0,1,0,0,0,1
3225,2033-05-16,40,14,28,0,0,40,0,0,1,0,0,0,1
3226,2033-05-17,0,0,0,0,42,0,0,0,1,17,29,0,1
3227,2033-05-18,0,0,0,33,0,0,0,17,1,0,0,0,1
3228,2033-05-19,0,0,0,0,7,23,25,0,1,0,0,0,1
3229,2033-05-20,24,0,46,38,0,0,0,0,1,0,0,0,1
3230,2033-05-21,0,0,0,0,0,0,37,0,1,0,0,0,1
3231,2033-05-22,0,41,0,0,14,0,0,0,1,25,0,0,1
3232,2033-05-23,0,0,46,0,46,39,0,15,1,0,0,0,1
